
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 07월 28일~08월 26일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
원주,114,08-14,      26.0,      31.0,      22.2,       5.7,      75.9,       5.2,,,     990.5,    1007.3,       1.0
울릉도,115,08-14,      24.4,      27.5,      22.2,       4.5,      82.9,       6.1,       6.3,       4.4,     983.2,    1008.2,       3.0
수원,119,08-14,      26.6,      30.8,      23.3,       8.1,      78.0,       5.5,       6.4,       4.1,    1003.4,    1007.5,       1.7
영월,121,08-14,      24.8,      30.4,      20.9,       6.5,      79.8,       5.2,,,     980.7,    1007.6,       1.2
충주,127,08-14,      25.8,      30.8,      21.9,       7.3,      75.5,       5.4,,,     996.4,    1007.5,       1.3
서산,129,08-14,      25.8,      30.2,      22.4,       8.7,      83.3,       5.7,,,    1004.4,    1007.3,       2.1
울진,130,08-14,      24.4,      28.0,      21.6,       5.2,      84.8,       5.8,,,    1002.1,    1007.8,       2.5
청주,131,08-14,      26.8,      31.2,      23.3,       8.5,      73.5,       5.7,       6.4,       4.3,    1000.8,    1007.4,       1.7
대전,133,08-14,      26.5,      30.7,      23.1,       9.5,      78.4,       5.7,       6.3,       4.1,     999.5,    1007.4,       1.8
추풍령,135,08-14,      24.7,      29.5,      21.0,       9.3,      79.4,       5.2,,,     980.2,    1007.7,       1.6
안동,136,08-14,      25.5,      30.5,      21.7,       7.9,      78.4,       5.5,       6.4,       4.3,     992.0,    1008.0,       1.4
상주,137,08-14,      25.8,      30.8,      22.2,       8.2,      79.8,       5.3,,,     996.3,    1007.3,       1.0
포항,138,08-14,      26.6,      30.0,      23.9,       7.6,      79.0,       5.9,       6.3,       4.6,    1007.7,    1008.1,       2.4
군산,140,08-14,      26.3,      30.2,      23.4,      11.2,      84.1,       5.9,,,    1004.2,    1007.2,       2.7
울산,152,08-14,      26.4,      30.3,      23.4,       7.0,      78.3,       5.5,       6.3,,    1003.1,    1007.8,       2.1
창원,155,08-14,      26.8,      30.6,      24.0,       7.6,      77.8,       5.2,       6.2,,    1004.9,    1007.4,       1.8
광주,156,08-14,      26.9,      31.1,      23.8,       8.4,      78.9,       5.2,       6.6,,     998.9,    1007.1,       2.1
부산,159,08-14,      26.4,      29.6,      24.0,       9.7,      79.5,       6.0,       6.1,       4.2,     999.7,    1007.7,       3.5
통영,162,08-14,      26.2,      29.7,      23.7,       8.2,      82.1,       5.6,,,    1004.3,    1007.9,       2.4
목포,165,08-14,      26.5,      30.1,      24.0,       6.2,      83.2,       6.0,       6.3,       4.4,    1002.5,    1007.3,       3.0
여수,168,08-14,      26.3,      29.0,      24.1,       6.4,      80.4,       6.0,       6.1,       4.9,    1000.0,    1007.6,       3.6
흑산도,169,08-14,      25.0,      28.1,      22.9,       5.8,      90.3,       5.6,       6.4,,     998.1,    1007.0,       4.1
완도,170,08-14,      26.3,      30.0,      23.6,       6.5,      83.2,       5.5,,,    1003.8,    1007.3,       2.9
고창,172,08-14,      26.7,      31.1,      23.2,       5.8,      86.1,       5.9,,,    1000.9,    1006.8,       2.5
제주,184,08-14,      27.4,      30.3,      25.2,       6.3,      76.9,       6.2,       6.1,       5.1,    1004.8,    1007.2,       2.8
고산,185,08-14,      26.6,      29.3,      24.4,       3.9,      84.8,       6.7,,,     998.6,    1006.8,       5.0
성산,188,08-14,      26.8,      30.0,      24.2,      10.3,      82.0,       6.1,,,    1005.4,    1007.5,       3.2
서귀포,189,08-14,      27.4,      30.2,      25.2,       7.8,      81.8,       5.6,       6.7,       4.2,    1001.3,    1007.1,       2.6
진주,192,08-14,      26.2,      30.8,      22.8,       7.3,      79.4,       5.3,,,    1004.6,    1007.6,       1.2
강화,201,08-14,      25.3,      29.5,      21.9,       9.6,      81.1,       6.1,,,    1002.3,    1007.6,       1.8
양평,202,08-14,      25.9,      30.9,      22.0,       8.3,      79.8,       5.7,,,    1002.6,    1008.1,       1.1
이천,203,08-14,      25.6,      30.8,      21.8,       6.3,      77.3,       5.5,,,     998.8,    1007.4,       1.1
인제,211,08-14,      24.2,      29.6,      20.4,       7.0,      79.0,       5.4,,,     985.4,    1007.9,       1.6
홍천,212,08-14,      25.4,      31.2,      21.3,       7.7,      76.1,       5.7,,,     991.9,    1007.9,       1.1
태백,216,08-14,      21.9,      26.6,      18.3,       6.8,      80.4,       4.7,,,     929.2,    1007.5,       1.5
정선군,217,08-14,      24.5,      30.1,      21.1,       7.3,      81.1,       4.3,,,     972.6,    1006.9,       1.3
제천,221,08-14,      24.4,      29.9,      20.4,       7.4,      76.7,       5.6,,,     978.6,    1007.9,       1.3
보은,226,08-14,      24.9,      30.0,      21.1,      11.0,      77.5,       5.7,,,     987.8,    1007.3,       1.1
천안,232,08-14,      25.8,      30.6,      21.9,       7.8,      76.9,       6.2,,,    1003.6,    1007.3,       1.5
보령,235,08-14,      26.1,      30.1,      23.0,       7.5,      81.8,       6.1,,,    1005.2,    1007.3,       1.8
부여,236,08-14,      26.2,      31.2,      22.6,       9.2,      79.2,       5.7,,,    1006.0,    1007.5,       1.2
금산,238,08-14,      25.4,      30.5,      21.4,      11.1,      75.9,       5.4,,,     988.3,    1007.5,       1.1
부안,243,08-14,      26.3,      30.9,      22.9,       9.0,      79.7,       6.3,,,    1006.3,    1007.4,       1.6
임실,244,08-14,      24.9,      30.1,      21.1,       9.6,      79.1,       5.1,,,     979.9,    1007.5,       1.2
정읍,245,08-14,      26.6,      31.3,      22.9,       9.2,      77.0,       5.1,,,    1002.3,    1007.5,       1.2
남원,247,08-14,      25.9,      31.0,      22.1,       9.0,      78.5,       5.6,,,     996.0,    1007.5,       1.3
장수,248,08-14,      23.9,      28.8,      20.0,      11.7,      81.9,       4.5,,,     962.2,    1007.5,       1.4
영광군,252,08-14,      26.9,      31.2,      23.6,       8.2,      83.0,       6.2,,,    1002.0,    1006.2,       2.2
김해시,253,08-14,      27.6,      31.9,      24.6,       5.8,      77.8,       6.5,,,    1000.7,    1007.3,       1.8
순창군,254,08-14,      26.5,      31.4,      22.7,       7.6,      79.5,       5.2,,,     992.4,    1006.7,       1.4
양산시,257,08-14,      27.7,      32.2,      24.5,       4.3,      76.1,       5.5,,,    1006.0,    1007.7,       2.7
강진군,259,08-14,      26.8,      30.8,      23.7,       4.0,      82.8,       5.8,,,    1005.7,    1007.1,       2.2
장흥,260,08-14,      26.0,      30.3,      22.5,       8.6,      81.1,       5.3,,,    1002.5,    1007.4,       1.7
해남,261,08-14,      26.2,      30.5,      22.8,       6.3,      81.7,       6.1,,,    1005.5,    1007.5,       2.3
고흥,262,08-14,      26.1,      30.3,      22.8,       7.8,      77.6,       5.7,,,    1001.8,    1007.6,       1.5
의령군,263,08-14,      26.4,      31.6,      22.4,       3.6,      83.4,       5.5,,,    1005.0,    1006.6,       1.0
함양군,264,08-14,      26.0,      31.6,      21.8,       4.2,      85.1,       5.4,,,     989.5,    1006.4,       0.8
진도군,268,08-14,      26.5,      30.4,      23.5,       5.7,,,,,,,       1.9
봉화,271,08-14,      23.4,      29.2,      19.1,       7.0,      80.0,       5.0,,,     972.0,    1007.5,       1.0
영주,272,08-14,      24.8,      30.1,      20.7,       6.9,      77.3,       5.2,,,     984.2,    1007.6,       1.5
문경,273,08-14,      24.8,      29.9,      21.0,       9.7,      79.7,       5.3,,,     988.4,    1007.7,       1.1
청송군,276,08-14,      25.0,      30.9,      21.0,       5.0,      82.3,       5.4,,,     983.5,    1006.8,       0.9
영덕,277,08-14,      25.1,      29.7,      21.6,       5.9,      80.4,       6.1,,,    1004.4,    1009.1,       2.2
의성,278,08-14,      25.5,      31.4,      21.0,       9.2,      76.8,       5.0,,,     998.8,    1007.8,       0.9
구미,279,08-14,      26.0,      31.1,      22.2,       9.0,      77.6,       5.3,,,    1002.7,    1008.0,       1.1
영천,281,08-14,      25.8,      30.9,      21.9,       7.5,      75.6,       5.7,,,     997.6,    1008.1,       1.5
경주시,283,08-14,      26.7,      32.1,      22.7,       5.3,      79.5,       6.4,,,    1002.5,    1006.8,       2.0
경주시,283,08-14,      26.7,      32.1,      22.7,       5.3,      79.5,       6.4,,,    1002.5,    1006.8,       2.0
거창,284,08-14,      24.8,      30.1,      20.9,       8.4,      81.2,       5.0,,,     982.8,    1007.9,       1.0
합천,285,08-14,      26.0,      31.4,      22.0,       7.3,      75.3,       5.0,,,    1004.4,    1008.0,       1.1
밀양,288,08-14,      26.5,      31.6,      22.6,       6.5,      77.8,       5.3,,,    1006.7,    1008.1,       1.3
산청,289,08-14,      25.5,      30.4,      21.9,       9.1,      78.8,       4.9,,,     992.6,    1008.3,       1.1
거제,294,08-14,      26.2,      30.0,      23.4,      10.5,      77.9,       5.5,,,    1003.1,    1007.5,       1.7
남해,295,08-14,      26.4,      30.6,      23.4,       8.6,      78.2,       5.5,,,    1003.0,    1008.3,       1.4
강남,400,08-14,      27.4,      31.4,      24.2,       9.7,,,,,,,       1.6
서초,401,08-14,      27.6,      32.2,      24.2,      10.0,,,,,,,       1.2
강동,402,08-14,      26.8,      31.2,      23.2,       9.5,,,,,,,       1.4
송파,403,08-14,      27.4,      31.5,      24.1,       9.5,,,,,,,       1.6
강서,404,08-14,      26.8,      30.7,      23.6,       8.5,,,,,,,       1.8
양천,405,08-14,      27.6,      31.7,      24.5,       8.7,,,,,,,       1.5
도봉,406,08-14,      26.2,      30.9,      22.5,       9.7,,,,,,,       0.8
노원,407,08-14,      26.0,      30.9,      22.1,       9.2,,,,,,,       1.2
동대문,408,08-14,      27.2,      31.6,      24.0,      10.0,,,,,,,       1.8
중랑,409,08-14,      27.4,      31.3,      24.1,       9.5,,,,,,,       2.1
기상청,410,08-14,      27.0,      30.8,      23.8,       8.4,,,,,,,       1.5
마포,411,08-14,      27.1,      31.0,      23.8,       9.6,,,,,,,       2.2
서대문,412,08-14,      26.0,      30.7,      22.7,       8.7,,,,,,,       1.3
광진,413,08-14,      27.2,      31.4,      23.8,       9.8,,,,,,,       1.7
성북,414,08-14,      26.4,      30.4,      23.1,       8.0,,,,,,,       1.6
용산,415,08-14,      27.5,      31.7,      24.4,       9.8,,,,,,,       1.9
은평,416,08-14,      26.3,      30.5,      22.9,       8.6,,,,,,,       1.5
금천,417,08-14,      26.8,      30.3,      24.0,      10.0,,,,,,,       2.0
중구,419,08-14,      25.6,      29.9,      22.3,       9.3,,,,,,,       1.8
성동,421,08-14,      26.9,      30.7,      24.0,      11.3,,,,,,,       2.2
구로,423,08-14,      26.6,      30.9,      23.5,       9.5,,,,,,,       2.0
강북,424,08-14,      27.4,      31.6,      24.2,      10.0,,,,,,,       1.6
남현,425,08-14,      26.0,      30.2,      22.9,      14.6,,,,,,,       1.0
부천,433,08-14,      27.1,      30.9,      24.4,       8.8,,,,,,,       1.3
안양,434,08-14,      26.9,      30.5,      24.2,      12.2,,,,,,,       2.1
광명,437,08-14,      27.4,      31.1,      24.7,      10.3,,,,,,,       2.0
군포,438,08-14,      26.9,      30.8,      24.2,      11.3,,,,,,,       1.5
김포,441,08-14,      26.2,      30.3,      23.3,      10.0,,,,,,,       1.6
하남,444,08-14,      26.5,      30.8,      23.2,      10.7,,,,,,,       0.8
의왕,445,08-14,      25.8,      29.9,      22.8,      12.9,,,,,,,       0.9
포천,504,08-14,      26.0,      31.2,      22.1,      10.3,,,,,,,       1.3
가평조종,505,08-14,      24.7,      30.2,      20.5,      10.0,,,,,,,       0.9
영등포,510,08-14,      27.9,      31.7,      24.7,       9.1,,,,,,,       1.6
인천연수,512,08-14,      26.9,      31.0,      23.7,       9.4,,,,,,,       1.6
안성,516,08-14,      26.8,      31.4,      23.1,       6.8,,,,,,,       1.1
간성,517,08-14,      24.6,      28.5,      21.3,       8.8,,,,,,,       1.3
평창,526,08-14,      23.9,      29.1,      19.9,       7.2,,,,,,,       1.0
의정부,532,08-14,      25.9,      30.7,      22.1,      10.4,,,,,,,       1.0
횡성,536,08-14,      25.5,      30.9,      21.4,       6.3,,,,,,,       0.9
고양,540,08-14,      26.1,      31.3,      22.2,       8.2,,,,,,,       1.1
남양주,541,08-14,      25.6,      30.8,      21.6,       9.6,,,,,,,       1.0
안산,545,08-14,      26.0,      30.8,      22.3,       7.4,,,,,,,       1.4
경기광주,546,08-14,      25.8,      30.5,      22.2,       9.6,,,,,,,       1.5
여주,548,08-14,      25.6,      30.7,      21.9,       7.2,,,,,,,       1.0
용인,549,08-14,      25.7,      30.4,      21.9,       8.4,,,,,,,       1.2
오산,550,08-14,      26.3,      31.3,      22.7,       7.2,,,,,,,       1.1
평택,551,08-14,      26.9,      31.4,      23.3,       7.4,,,,,,,       1.6
화천,555,08-14,      24.9,      30.8,      20.6,       9.8,,,,,,,       0.8
양구,556,08-14,      24.3,      30.5,      20.5,       8.3,,,,,,,       0.9
시흥,565,08-14,      27.0,      30.8,      23.5,       9.7,,,,,,,       1.7
구리,569,08-14,      26.8,      31.0,      23.2,       9.1,,,,,,,       1.3
금곡,570,08-14,      25.7,      30.1,      22.5,       9.2,,,,,,,       1.3
화성,571,08-14,      26.2,      30.4,      23.1,       7.3,,,,,,,       1.3
성남,572,08-14,      27.1,      31.3,      23.6,       9.0,,,,,,,       1.1
과천,590,08-14,      26.5,      31.1,      22.9,      10.1,,,,,,,       1.6
진부령,595,08-14,      22.0,      26.0,      18.9,       9.1,,,,,,,       2.2
양주,598,08-14,      25.9,      31.0,      21.9,       9.4,,,,,,,       1.2
단양,601,08-14,      25.6,      30.8,      21.8,       6.2,,,,,,,       0.9
진천,602,08-14,      25.3,      30.3,      21.4,       7.9,,,,,,,       1.0
괴산,603,08-14,      25.5,      30.4,      21.2,       8.1,,,,,,,       1.0
옥천,604,08-14,      26.0,      30.7,      22.0,       9.9,,,,,,,       1.0
홍북,608,08-14,      25.8,      30.6,      22.0,       9.4,,,,,,,       1.4
세종연서,611,08-14,      25.5,      30.4,      21.9,       9.9,,,,,,,       1.0
공주,612,08-14,      26.3,      31.1,      22.6,       9.7,,,,,,,       1.2
서천,614,08-14,      26.4,      30.6,      23.2,       9.7,,,,,,,       1.7
논산,615,08-14,      26.3,      31.0,      22.7,       8.2,,,,,,,       1.3
당진,616,08-14,      25.8,      30.3,      22.5,       9.0,,,,,,,       1.6
청양,618,08-14,      25.6,      30.4,      21.6,      10.8,,,,,,,       1.0
음성,619,08-14,      25.3,      30.8,      21.1,       7.8,,,,,,,       1.2
증평,623,08-14,      26.1,      31.4,      22.2,       8.6,,,,,,,       1.0
태안,627,08-14,      26.4,      30.5,      23.5,      10.2,,,,,,,       1.9
예산,628,08-14,      26.6,      31.4,      23.0,      10.3,,,,,,,       1.7
아산,634,08-14,      26.5,      31.1,      23.0,       7.4,,,,,,,       1.7
계룡,636,08-14,      25.8,      30.4,      21.9,      10.9,,,,,,,       0.9
오월드,642,08-14,      27.1,      31.5,      23.5,      11.6,,,,,,,       1.1
세천,643,08-14,      25.9,      30.8,      22.1,      11.8,,,,,,,       0.9
장동,648,08-14,      26.0,      30.8,      22.3,       9.1,,,,,,,       1.0
부평,649,08-14,      26.8,      31.4,      23.3,      10.2,,,,,,,       0.6
연천청산,652,08-14,      26.1,      31.2,      22.3,       9.9,,,,,,,       1.0
양양,670,08-14,      25.7,      29.3,      22.7,      11.9,,,,,,,       1.7
사북,674,08-14,      21.8,      25.9,      18.8,       6.5,,,,,,,       2.3
무안,699,08-14,      26.3,      30.4,      23.2,       6.4,,,,,,,       1.9
무주,701,08-14,      25.4,      31.0,      21.4,       8.5,,,,,,,       1.1
익산,702,08-14,      26.6,      31.3,      23.1,       9.8,,,,,,,       1.5
진안,703,08-14,      24.3,      29.2,      20.5,      10.3,,,,,,,       1.3
담양,706,08-14,      26.2,      30.7,      22.6,       8.0,,,,,,,       1.4
광산,708,08-14,      27.1,      31.7,      23.2,       7.9,,,,,,,       1.7
구례,709,08-14,      26.7,      32.0,      23.0,       8.6,,,,,,,       1.1
나주,710,08-14,      26.8,      31.8,      23.3,       7.7,,,,,,,       1.4
순천시,712,08-14,      27.1,      31.0,      23.9,       7.3,,,,,,,       1.6
광양읍,713,08-14,      27.0,      31.7,      23.2,       7.5,,,,,,,       1.1
조선대,722,08-14,      26.8,      31.2,      23.5,       6.4,,,,,,,       1.7
거문도,723,08-14,      26.9,      29.6,      25.0,       6.6,,,,,,,       3.4
추자도,724,08-14,      26.5,      29.1,      24.5,       4.9,,,,,,,       3.5
장성,730,08-14,      26.1,      31.2,      22.5,       9.0,,,,,,,       1.4
영암,731,08-14,      26.8,      31.1,      23.4,       6.5,,,,,,,       1.9
보성,732,08-14,      25.5,      30.0,      22.0,       7.5,,,,,,,       1.8
완주,734,08-14,      26.7,      31.8,      22.7,      13.1,,,,,,,       1.4
김제,737,08-14,      27.1,      31.6,      23.6,       8.6,,,,,,,       2.0
화순,741,08-14,      26.5,      31.8,      22.9,       7.6,,,,,,,       0.9
함평,754,08-14,      27.0,      31.4,      23.5,       6.1,,,,,,,       1.6
곡성,768,08-14,      26.3,      31.4,      22.5,       8.5,,,,,,,       1.0
성판악,782,08-14,      21.9,      25.3,      19.2,      16.8,,,,,,,       2.3
풍암,788,08-14,      27.7,      32.7,      24.1,       5.2,,,,,,,       1.3
압해도,789,08-14,      26.6,      30.6,      23.9,       5.5,,,,,,,       2.6
영양,801,08-14,      24.2,      29.1,      20.3,       7.1,,,,,,,       1.2
성주,810,08-14,      26.2,      31.2,      22.4,       8.5,,,,,,,       1.0
고령,812,08-14,      26.0,      30.9,      22.1,       8.2,,,,,,,       0.9
청도,813,08-14,      26.2,      31.2,      22.3,       7.4,,,,,,,       1.3
예천,815,08-14,      25.4,      30.7,      21.3,       7.5,,,,,,,       0.9
김천,822,08-14,      26.2,      31.5,      22.0,       9.2,,,,,,,       0.8
군위,823,08-14,      25.7,      31.4,      21.5,       9.8,,,,,,,       1.2
칠곡,825,08-14,      26.3,      31.5,      22.7,       7.2,,,,,,,       1.5
경산,827,08-14,      27.2,      32.1,      23.4,       8.0,,,,,,,       1.8
달성,828,08-14,      27.0,      32.1,      23.2,       8.4,,,,,,,       1.5
대구서구,846,08-14,      27.3,      32.0,      23.7,       8.7,,,,,,,       1.8
신암,860,08-14,      27.1,      31.5,      23.6,       9.4,      72.5,       5.0,       6.4,,    1001.9,    1008.7,       2.1
완산,864,08-14,      27.0,      31.6,      23.4,       9.6,      77.6,       4.8,       6.4,       3.6,    1001.4,    1007.5,       1.7
삼척,876,08-14,      26.1,      29.8,      23.1,       7.0,,,,,,,       1.6
울기,901,08-14,      25.0,      27.6,      22.9,       6.1,,,,,,,       2.5
삼천포,907,08-14,      26.6,      30.2,      24.1,       6.7,,,,,,,       1.7
영도,910,08-14,      25.4,      28.0,      23.3,       6.9,,,,,,,       3.9
고성,918,08-14,      27.1,      31.0,      23.7,       7.1,,,,,,,       2.0
창녕,919,08-14,      27.0,      32.0,      23.0,       7.7,,,,,,,       1.7
함안,920,08-14,      26.5,      31.9,      22.6,       5.3,,,,,,,       1.1
가덕도,921,08-14,      26.2,      29.6,      23.8,       5.8,,,,,,,       3.8
기장,923,08-14,      26.3,      30.0,      23.3,       8.0,,,,,,,       1.9
간절곶,924,08-14,      25.1,      27.2,      22.9,       6.5,,,,,,,       3.7
하동,932,08-14,      27.2,      31.8,      23.6,       8.8,,,,,,,       1.2
해운대,937,08-14,      26.4,      29.8,      23.8,       7.0,,,,,,,       2.5
부산진,938,08-14,      27.1,      30.9,      24.4,       7.4,,,,,,,       2.0
동래,940,08-14,      27.2,      30.8,      24.2,       6.9,,,,,,,       1.9
북구,941,08-14,      26.7,      30.2,      23.8,       6.5,,,,,,,       2.4
부산남구,942,08-14,      27.2,      30.3,      24.9,       6.6,,,,,,,       2.3
정자,949,08-14,      26.4,      30.3,      23.1,       7.9,,,,,,,       2.6
속초,90,08-15,      24.6,      27.9,      21.8,       8.6,      82.7,       5.1,,,    1005.9,    1008.0,       1.8
철원,95,08-15,      24.7,      29.5,      20.8,       7.3,      81.6,       5.6,,,     990.0,    1007.5,       1.7
동두천,98,08-15,      25.4,      30.5,      21.7,       7.0,      78.1,       5.0,,,     994.8,    1007.5,       1.3
파주,99,08-15,      25.2,      30.1,      21.8,       8.4,      84.6,       5.0,,,    1003.9,    1007.3,       1.4
대관령,100,08-15,      20.2,      24.0,      17.3,       8.8,      87.7,       4.3,,,     919.2,    1008.5,       2.5
춘천,101,08-15,      25.6,      30.6,      21.9,       6.8,      80.9,       5.6,,,     999.2,    1007.8,       1.2
백령도,102,08-15,      23.9,      27.0,      21.8,       2.9,      84.9,       5.6,       6.7,,     991.7,    1006.9,       3.7
강릉,105,08-15,      25.5,      28.9,      22.6,       8.4,      76.9,       4.9,,,    1005.3,    1008.4,       1.8
동해,106,08-15,      24.6,      28.1,      21.7,       4.9,      83.0,       5.4,,,    1003.5,    1007.8,       1.7
서울,108,08-15,      26.6,      30.5,      23.6,       8.1,      74.0,       5.0,       6.3,       4.3,     997.8,    1007.5,       2.0
인천,112,08-15,      26.0,      29.6,      23.4,       6.5,      81.4,       6.3,       6.1,       4.1,     999.4,    1007.3,       2.2
원주,114,08-15,      25.9,      30.9,      22.1,       7.2,      76.0,       5.1,,,     990.8,    1007.7,       1.0
울릉도,115,08-15,      24.2,      27.3,      22.1,       4.6,      83.6,       6.1,       6.4,       4.4,     983.6,    1008.6,       3.1
수원,119,08-15,      26.5,      30.8,      23.2,       6.8,      77.8,       5.6,       6.3,       4.2,    1003.8,    1007.8,       1.7
영월,121,08-15,      24.8,      30.5,      20.8,       6.9,      79.7,       5.3,,,     980.9,    1007.9,       1.2
충주,127,08-15,      25.7,      30.9,      21.8,       7.2,      75.6,       5.4,,,     996.8,    1007.9,       1.3
서산,129,08-15,      25.7,      30.2,      22.3,       6.5,      82.8,       5.9,,,    1004.8,    1007.7,       2.1
울진,130,08-15,      24.3,      27.9,      21.5,       5.2,      85.0,       5.9,,,    1002.6,    1008.3,       2.5
청주,131,08-15,      26.7,      31.2,      23.2,       7.2,      73.2,       5.7,       6.4,       4.4,    1001.1,    1007.7,       1.7
대전,133,08-15,      26.5,      30.9,      23.0,       7.7,      78.0,       5.9,       6.2,       4.2,     999.9,    1007.7,       1.8
추풍령,135,08-15,      24.6,      29.6,      20.9,       8.3,      79.2,       5.2,,,     980.5,    1008.0,       1.6
안동,136,08-15,      25.5,      30.5,      21.5,       6.5,      78.3,       5.6,       6.4,       4.3,     992.4,    1008.4,       1.4
상주,137,08-15,      25.7,      30.7,      22.0,       7.4,      79.8,       5.3,,,     996.6,    1007.7,       1.0
포항,138,08-15,      26.4,      29.8,      23.7,       7.3,      79.4,       5.8,       6.4,       4.5,    1008.1,    1008.6,       2.4
군산,140,08-15,      26.3,      30.2,      23.3,       9.8,      83.7,       6.2,,,    1004.5,    1007.6,       2.7
울산,152,08-15,      26.2,      30.2,      23.2,       7.1,      78.5,       5.4,       6.4,,    1003.5,    1008.2,       2.1
창원,155,08-15,      26.7,      30.6,      23.9,       6.5,      77.7,       5.3,       6.2,,    1005.3,    1007.8,       1.8
광주,156,08-15,      26.9,      31.2,      23.7,       7.8,      78.5,       5.3,       6.4,,     999.3,    1007.5,       2.0
부산,159,08-15,      26.3,      29.6,      23.9,       7.8,      79.2,       6.0,       6.1,       4.1,    1000.1,    1008.0,       3.5
통영,162,08-15,      26.1,      29.8,      23.5,       7.7,      81.9,       5.7,,,    1004.6,    1008.2,       2.3
목포,165,08-15,      26.5,      30.2,      23.9,       6.0,      82.9,       6.3,       6.1,       4.5,    1002.9,    1007.7,       2.9
여수,168,08-15,      26.2,      29.1,      24.0,       6.1,      79.9,       6.3,       5.9,       5.1,    1000.3,    1007.9,       3.6
흑산도,169,08-15,      25.1,      28.2,      22.9,       5.2,      89.8,       6.0,       6.2,,     998.4,    1007.3,       3.8
완도,170,08-15,      26.2,      30.1,      23.5,       6.0,      83.0,       5.8,,,    1004.2,    1007.7,       2.8
고창,172,08-15,      26.5,      30.9,      23.1,       5.7,      85.8,       6.1,,,    1001.1,    1007.0,       2.4
제주,184,08-15,      27.3,      30.2,      25.1,       5.1,      76.9,       6.2,       5.9,       5.1,    1005.1,    1007.5,       2.8
고산,185,08-15,      26.6,      29.4,      24.4,       3.5,      84.3,       7.1,,,     999.0,    1007.1,       4.7
성산,188,08-15,      26.7,      29.9,      24.1,       8.3,      81.6,       6.2,,,    1005.7,    1007.8,       3.2
서귀포,189,08-15,      27.4,      30.2,      25.2,       7.5,      81.3,       6.0,       6.4,       4.2,    1001.6,    1007.3,       2.6
진주,192,08-15,      26.2,      30.9,      22.7,       6.6,      79.2,       5.5,,,    1005.0,    1007.9,       1.2
강화,201,08-15,      25.2,      29.4,      21.8,       7.3,      80.7,       6.1,,,    1002.7,    1008.0,       1.8
양평,202,08-15,      25.8,      30.9,      21.9,       7.1,      79.7,       5.6,,,    1003.0,    1008.4,       1.1
이천,203,08-15,      25.5,      30.7,      21.7,       6.6,      77.2,       5.5,,,     999.2,    1007.9,       1.0
인제,211,08-15,      24.1,      29.5,      20.3,       5.8,      78.6,       5.3,,,     985.8,    1008.3,       1.7
홍천,212,08-15,      25.3,      31.1,      21.2,       6.2,      76.2,       5.6,,,     992.3,    1008.3,       1.1
태백,216,08-15,      21.7,      26.4,      18.1,       7.1,      80.9,       4.8,,,     929.5,    1007.9,       1.5
정선군,217,08-15,      24.3,      29.8,      20.9,       6.7,      80.9,       4.2,,,     972.9,    1007.3,       1.3
제천,221,08-15,      24.4,      29.9,      20.3,       7.5,      76.6,       5.6,,,     978.9,    1008.3,       1.3
보은,226,08-15,      24.8,      30.0,      20.9,       7.9,      77.3,       5.8,,,     988.1,    1007.7,       1.1
천안,232,08-15,      25.7,      30.6,      21.8,       7.8,      76.9,       6.2,,,    1003.9,    1007.7,       1.4
보령,235,08-15,      26.1,      30.0,      22.9,       7.8,      81.5,       6.2,,,    1005.6,    1007.7,       1.7
부여,236,08-15,      26.2,      31.2,      22.4,       7.9,      78.7,       6.0,,,    1006.4,    1007.9,       1.2
금산,238,08-15,      25.3,      30.6,      21.3,       9.9,      75.6,       5.6,,,     988.6,    1007.9,       1.1
부안,243,08-15,      26.3,      30.9,      22.7,       8.6,      79.4,       6.5,,,    1006.7,    1007.8,       1.5
임실,244,08-15,      24.9,      30.2,      21.0,       8.7,      78.6,       5.4,,,     980.2,    1007.9,       1.2
정읍,245,08-15,      26.5,      31.4,      22.8,       8.4,      76.8,       5.3,,,    1002.6,    1007.8,       1.2
남원,247,08-15,      25.9,      31.1,      22.0,       7.9,      77.9,       5.9,,,     996.3,    1007.9,       1.3
장수,248,08-15,      23.8,      28.9,      19.9,      10.9,      81.7,       4.8,,,     962.5,    1007.8,       1.4
영광군,252,08-15,      26.8,      31.1,      23.5,       9.1,      82.5,       6.4,,,    1002.5,    1006.7,       2.2
김해시,253,08-15,      27.6,      31.9,      24.4,       5.3,      76.9,       6.8,,,    1001.2,    1007.9,       1.7
순창군,254,08-15,      26.5,      31.4,      22.7,       9.5,      78.9,       5.5,,,     992.9,    1007.2,       1.4
양산시,257,08-15,      27.6,      32.1,      24.4,       4.0,      75.6,       5.5,,,    1006.4,    1008.1,       2.7
강진군,259,08-15,      26.6,      30.7,      23.4,       4.9,      83.1,       6.0,,,    1006.0,    1007.4,       2.2
장흥,260,08-15,      25.9,      30.4,      22.4,       7.8,      81.1,       5.5,,,    1002.8,    1007.8,       1.6
해남,261,08-15,      26.1,      30.5,      22.5,       5.8,      81.5,       6.5,,,    1005.8,    1007.8,       2.1
고흥,262,08-15,      26.0,      30.3,      22.7,       6.9,      77.4,       5.9,,,    1002.1,    1007.9,       1.4
